Neigung_x, Neigung_y, Temperatur, Zeit
-2.695000000000000173e-01,-6.810000000000000497e-01,2.646000000000000085e+01,2.238000000000000000e+05
-2.691999999999999948e-01,-6.807999999999999607e-01,2.646999999999999886e+01,2.239200000000000000e+05
-2.693999999999999728e-01,-6.808999999999999497e-01,2.646999999999999886e+01,2.240400000000000000e+05
-2.696000000000000063e-01,-6.808999999999999497e-01,2.648000000000000043e+01,2.241600000000000000e+05
-2.696000000000000063e-01,-6.807999999999999607e-01,2.646999999999999886e+01,2.242800000000000000e+05
-2.692999999999999838e-01,-6.807999999999999607e-01,2.646999999999999886e+01,2.244000000000000000e+05
-2.696999999999999953e-01,-6.808999999999999497e-01,2.646999999999999886e+01,2.245200000000000000e+05
-2.696000000000000063e-01,-6.808999999999999497e-01,2.648000000000000043e+01,2.246400000000000000e+05
-2.696000000000000063e-01,-6.807999999999999607e-01,2.646999999999999886e+01,2.247600000000000000e+05
-2.697999999999999843e-01,-6.806999999999999718e-01,2.648000000000000043e+01,2.248800000000000000e+05
-2.696999999999999953e-01,-6.806999999999999718e-01,2.648000000000000043e+01,2.250000000000000000e+05
-2.697999999999999843e-01,-6.805999999999999828e-01,2.648000000000000043e+01,2.251200000000000000e+05
-2.698999999999999733e-01,-6.806999999999999718e-01,2.648999999999999844e+01,2.252400000000000000e+05
-2.698999999999999733e-01,-6.808999999999999497e-01,2.648000000000000043e+01,2.253600000000000000e+05
-2.696000000000000063e-01,-6.806999999999999718e-01,2.648000000000000043e+01,2.254800000000000000e+05
-2.698999999999999733e-01,-6.806999999999999718e-01,2.648000000000000043e+01,2.256000000000000000e+05
-2.696999999999999953e-01,-6.806999999999999718e-01,2.648000000000000043e+01,2.257200000000000000e+05
-2.701000000000000068e-01,-6.805999999999999828e-01,2.648000000000000043e+01,2.258400000000000000e+05
-2.700000000000000178e-01,-6.806999999999999718e-01,2.648999999999999844e+01,2.259600000000000000e+05
-2.701999999999999957e-01,-6.806999999999999718e-01,2.648999999999999844e+01,2.260800000000000000e+05
-2.701000000000000068e-01,-6.808999999999999497e-01,2.648999999999999844e+01,2.262120000000000000e+05
-2.702999999999999847e-01,-6.807999999999999607e-01,2.648999999999999844e+01,2.263200000000000000e+05
-2.701000000000000068e-01,-6.806999999999999718e-01,2.648999999999999844e+01,2.264400000000000000e+05
-2.702999999999999847e-01,-6.807999999999999607e-01,2.648999999999999844e+01,2.265600000000000000e+05
-2.701999999999999957e-01,-6.806999999999999718e-01,2.650000000000000000e+01,2.266800000000000000e+05
-2.702999999999999847e-01,-6.808999999999999497e-01,2.650000000000000000e+01,2.268120000000000000e+05
-2.703999999999999737e-01,-6.804000000000000048e-01,2.650000000000000000e+01,2.269200000000000000e+05
-2.706999999999999962e-01,-6.805999999999999828e-01,2.648999999999999844e+01,2.270400000000000000e+05
-2.701000000000000068e-01,-6.804999999999999938e-01,2.650000000000000000e+01,2.271600000000000000e+05
-2.705000000000000182e-01,-6.804000000000000048e-01,2.650000000000000000e+01,2.272800000000000000e+05
-2.703999999999999737e-01,-6.804999999999999938e-01,2.650000000000000000e+01,2.274000000000000000e+05
-2.706000000000000072e-01,-6.805999999999999828e-01,2.651000000000000156e+01,2.275200000000000000e+05
-2.705000000000000182e-01,-6.806999999999999718e-01,2.650000000000000000e+01,2.276400000000000000e+05
-2.706000000000000072e-01,-6.804999999999999938e-01,2.651000000000000156e+01,2.277600000000000000e+05
-2.706999999999999962e-01,-6.807999999999999607e-01,2.650000000000000000e+01,2.278800000000000000e+05
-2.707999999999999852e-01,-6.804000000000000048e-01,2.651000000000000156e+01,2.280000000000000000e+05
-2.708999999999999742e-01,-6.805999999999999828e-01,2.651000000000000156e+01,2.281200000000000000e+05
-2.708999999999999742e-01,-6.804999999999999938e-01,2.651000000000000156e+01,2.282400000000000000e+05
-2.707999999999999852e-01,-6.804000000000000048e-01,2.651000000000000156e+01,2.283600000000000000e+05
-2.707999999999999852e-01,-6.804999999999999938e-01,2.651999999999999957e+01,2.284800000000000000e+05
-2.707999999999999852e-01,-6.803000000000000158e-01,2.651999999999999957e+01,2.286000000000000000e+05
-2.707999999999999852e-01,-6.805999999999999828e-01,2.651999999999999957e+01,2.287200000000000000e+05
-2.710000000000000187e-01,-6.805999999999999828e-01,2.653000000000000114e+01,2.288400000000000000e+05
-2.711000000000000076e-01,-6.805999999999999828e-01,2.653000000000000114e+01,2.289600000000000000e+05
-2.708999999999999742e-01,-6.803000000000000158e-01,2.653000000000000114e+01,2.290800000000000000e+05
-2.712999999999999856e-01,-6.804999999999999938e-01,2.653000000000000114e+01,2.292000000000000000e+05
-2.710000000000000187e-01,-6.803000000000000158e-01,2.653000000000000114e+01,2.293200000000000000e+05
-2.712999999999999856e-01,-6.804999999999999938e-01,2.653000000000000114e+01,2.294400000000000000e+05
-2.713999999999999746e-01,-6.804000000000000048e-01,2.653000000000000114e+01,2.295600000000000000e+05
-2.713999999999999746e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.298160000000000000e+05
-2.713999999999999746e-01,-6.805999999999999828e-01,2.653999999999999915e+01,2.299200000000000000e+05
-2.716000000000000081e-01,-6.805999999999999828e-01,2.653999999999999915e+01,2.300400000000000000e+05
-2.716000000000000081e-01,-6.806999999999999718e-01,2.655000000000000071e+01,2.301600000000000000e+05
-2.715000000000000191e-01,-6.805999999999999828e-01,2.655000000000000071e+01,2.302800000000000000e+05
-2.716000000000000081e-01,-6.805999999999999828e-01,2.655000000000000071e+01,2.304110000000000000e+05
-2.716000000000000081e-01,-6.805999999999999828e-01,2.655999999999999872e+01,2.305200000000000000e+05
-2.717999999999999861e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.306400000000000000e+05
-2.718999999999999750e-01,-6.805999999999999828e-01,2.655000000000000071e+01,2.307600000000000000e+05
-2.715000000000000191e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.308800000000000000e+05
-2.720000000000000195e-01,-6.805999999999999828e-01,2.655000000000000071e+01,2.310000000000000000e+05
-2.716999999999999971e-01,-6.804999999999999938e-01,2.655999999999999872e+01,2.311200000000000000e+05
-2.717999999999999861e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.312400000000000000e+05
-2.716000000000000081e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.313600000000000000e+05
-2.717999999999999861e-01,-6.804000000000000048e-01,2.655000000000000071e+01,2.314800000000000000e+05
-2.717999999999999861e-01,-6.803000000000000158e-01,2.655000000000000071e+01,2.316000000000000000e+05
-2.715000000000000191e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.317200000000000000e+05
-2.718999999999999750e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.318400000000000000e+05
-2.716999999999999971e-01,-6.804000000000000048e-01,2.655000000000000071e+01,2.319600000000000000e+05
-2.718999999999999750e-01,-6.806999999999999718e-01,2.655999999999999872e+01,2.320800000000000000e+05
-2.717999999999999861e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.322000000000000000e+05
-2.717999999999999861e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.323200000000000000e+05
-2.716999999999999971e-01,-6.802000000000000268e-01,2.655000000000000071e+01,2.324400000000000000e+05
-2.716999999999999971e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.325600000000000000e+05
-2.716000000000000081e-01,-6.804000000000000048e-01,2.655000000000000071e+01,2.326800000000000000e+05
-2.717999999999999861e-01,-6.804000000000000048e-01,2.655000000000000071e+01,2.328000000000000000e+05
-2.716000000000000081e-01,-6.804000000000000048e-01,2.655000000000000071e+01,2.329200000000000000e+05
-2.716000000000000081e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.330400000000000000e+05
-2.717999999999999861e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.331600000000000000e+05
-2.717999999999999861e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.332800000000000000e+05
-2.718999999999999750e-01,-6.805999999999999828e-01,2.655000000000000071e+01,2.334110000000000000e+05
-2.716000000000000081e-01,-6.804000000000000048e-01,2.653999999999999915e+01,2.335200000000000000e+05
-2.717999999999999861e-01,-6.804000000000000048e-01,2.655000000000000071e+01,2.336400000000000000e+05
-2.717999999999999861e-01,-6.806999999999999718e-01,2.655000000000000071e+01,2.337600000000000000e+05
-2.716999999999999971e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.338800000000000000e+05
-2.716000000000000081e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.340110000000000000e+05
-2.716999999999999971e-01,-6.805999999999999828e-01,2.653999999999999915e+01,2.341200000000000000e+05
-2.716999999999999971e-01,-6.804000000000000048e-01,2.653999999999999915e+01,2.342400000000000000e+05
-2.712999999999999856e-01,-6.807999999999999607e-01,2.653999999999999915e+01,2.343600000000000000e+05
-2.715000000000000191e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.344800000000000000e+05
-2.716999999999999971e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.346000000000000000e+05
-2.715000000000000191e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.347200000000000000e+05
-2.717999999999999861e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.348400000000000000e+05
-2.716999999999999971e-01,-6.804000000000000048e-01,2.653999999999999915e+01,2.349600000000000000e+05
-2.718999999999999750e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.350800000000000000e+05
-2.721999999999999975e-01,-6.803000000000000158e-01,2.653999999999999915e+01,2.352000000000000000e+05
-2.722999999999999865e-01,-6.804000000000000048e-01,2.653999999999999915e+01,2.353200000000000000e+05
-2.722999999999999865e-01,-6.803000000000000158e-01,2.653999999999999915e+01,2.354400000000000000e+05
-2.721999999999999975e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.355600000000000000e+05
-2.721000000000000085e-01,-6.804000000000000048e-01,2.653999999999999915e+01,2.356800000000000000e+05
-2.718999999999999750e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.358000000000000000e+05
-2.722999999999999865e-01,-6.804000000000000048e-01,2.653999999999999915e+01,2.359200000000000000e+05
-2.722999999999999865e-01,-6.803000000000000158e-01,2.653999999999999915e+01,2.360400000000000000e+05
-2.717999999999999861e-01,-6.803000000000000158e-01,2.653999999999999915e+01,2.361600000000000000e+05
-2.721999999999999975e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.362800000000000000e+05
-2.721000000000000085e-01,-6.804000000000000048e-01,2.653999999999999915e+01,2.364000000000000000e+05
-2.718999999999999750e-01,-6.804000000000000048e-01,2.653999999999999915e+01,2.365200000000000000e+05
-2.720000000000000195e-01,-6.804000000000000048e-01,2.653999999999999915e+01,2.366400000000000000e+05
-2.720000000000000195e-01,-6.804000000000000048e-01,2.653999999999999915e+01,2.367600000000000000e+05
-2.718999999999999750e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.370160000000000000e+05
-2.718999999999999750e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.371200000000000000e+05
-2.721000000000000085e-01,-6.804000000000000048e-01,2.655000000000000071e+01,2.372400000000000000e+05
-2.721000000000000085e-01,-6.804000000000000048e-01,2.655000000000000071e+01,2.373600000000000000e+05
-2.717999999999999861e-01,-6.804000000000000048e-01,2.655000000000000071e+01,2.374800000000000000e+05
-2.721000000000000085e-01,-6.805999999999999828e-01,2.653999999999999915e+01,2.376110000000000000e+05
-2.717999999999999861e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.377200000000000000e+05
-2.721000000000000085e-01,-6.804000000000000048e-01,2.655000000000000071e+01,2.378400000000000000e+05
-2.718999999999999750e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.379600000000000000e+05
-2.721000000000000085e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.380800000000000000e+05
-2.718999999999999750e-01,-6.805999999999999828e-01,2.653999999999999915e+01,2.382000000000000000e+05
-2.716000000000000081e-01,-6.805999999999999828e-01,2.655000000000000071e+01,2.383200000000000000e+05
-2.718999999999999750e-01,-6.804999999999999938e-01,2.655000000000000071e+01,2.384400000000000000e+05
-2.718999999999999750e-01,-6.805999999999999828e-01,2.653999999999999915e+01,2.385600000000000000e+05
-2.715000000000000191e-01,-6.805999999999999828e-01,2.653999999999999915e+01,2.386800000000000000e+05
-2.717999999999999861e-01,-6.805999999999999828e-01,2.653000000000000114e+01,2.388000000000000000e+05
-2.716999999999999971e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.389200000000000000e+05
-2.716999999999999971e-01,-6.804000000000000048e-01,2.653000000000000114e+01,2.390400000000000000e+05
-2.716999999999999971e-01,-6.804000000000000048e-01,2.653000000000000114e+01,2.391600000000000000e+05
-2.716000000000000081e-01,-6.806999999999999718e-01,2.653000000000000114e+01,2.392800000000000000e+05
-2.712999999999999856e-01,-6.804999999999999938e-01,2.653999999999999915e+01,2.394000000000000000e+05
-2.715000000000000191e-01,-6.805999999999999828e-01,2.653000000000000114e+01,2.395200000000000000e+05
-2.712999999999999856e-01,-6.805999999999999828e-01,2.653000000000000114e+01,2.396400000000000000e+05
-2.713999999999999746e-01,-6.805999999999999828e-01,2.653000000000000114e+01,2.397600000000000000e+05
-2.713999999999999746e-01,-6.805999999999999828e-01,2.653000000000000114e+01,2.398800000000000000e+05
-2.713999999999999746e-01,-6.805999999999999828e-01,2.651999999999999957e+01,2.400000000000000000e+05
-2.712999999999999856e-01,-6.804999999999999938e-01,2.651999999999999957e+01,2.401200000000000000e+05
-2.712999999999999856e-01,-6.805999999999999828e-01,2.653000000000000114e+01,2.402400000000000000e+05
-2.710000000000000187e-01,-6.805999999999999828e-01,2.651999999999999957e+01,2.403600000000000000e+05
-2.706999999999999962e-01,-6.806999999999999718e-01,2.651999999999999957e+01,2.404800000000000000e+05
-2.707999999999999852e-01,-6.805999999999999828e-01,2.651999999999999957e+01,2.406110000000000000e+05
-2.710000000000000187e-01,-6.806999999999999718e-01,2.651000000000000156e+01,2.407200000000000000e+05
-2.706999999999999962e-01,-6.806999999999999718e-01,2.651999999999999957e+01,2.408400000000000000e+05
-2.710000000000000187e-01,-6.806999999999999718e-01,2.651999999999999957e+01,2.409600000000000000e+05
-2.707999999999999852e-01,-6.806999999999999718e-01,2.651999999999999957e+01,2.410800000000000000e+05
-2.706000000000000072e-01,-6.805999999999999828e-01,2.651000000000000156e+01,2.412110000000000000e+05
-2.707999999999999852e-01,-6.807999999999999607e-01,2.651000000000000156e+01,2.413200000000000000e+05
-2.705000000000000182e-01,-6.808999999999999497e-01,2.650000000000000000e+01,2.414400000000000000e+05
-2.705000000000000182e-01,-6.805999999999999828e-01,2.650000000000000000e+01,2.415600000000000000e+05
-2.705000000000000182e-01,-6.807999999999999607e-01,2.651000000000000156e+01,2.416800000000000000e+05
-2.706000000000000072e-01,-6.807999999999999607e-01,2.651000000000000156e+01,2.418000000000000000e+05
-2.706999999999999962e-01,-6.806999999999999718e-01,2.650000000000000000e+01,2.419200000000000000e+05
-2.703999999999999737e-01,-6.807999999999999607e-01,2.650000000000000000e+01,2.420400000000000000e+05
-2.705000000000000182e-01,-6.807999999999999607e-01,2.650000000000000000e+01,2.421600000000000000e+05
-2.705000000000000182e-01,-6.808999999999999497e-01,2.650000000000000000e+01,2.422800000000000000e+05
-2.701999999999999957e-01,-6.807999999999999607e-01,2.650000000000000000e+01,2.424000000000000000e+05
-2.702999999999999847e-01,-6.808999999999999497e-01,2.650000000000000000e+01,2.425200000000000000e+05
-2.703999999999999737e-01,-6.808999999999999497e-01,2.648999999999999844e+01,2.426400000000000000e+05
-2.703999999999999737e-01,-6.810000000000000497e-01,2.648999999999999844e+01,2.427600000000000000e+05
-2.702999999999999847e-01,-6.807999999999999607e-01,2.648999999999999844e+01,2.428800000000000000e+05
-2.702999999999999847e-01,-6.806999999999999718e-01,2.648999999999999844e+01,2.430000000000000000e+05
-2.701999999999999957e-01,-6.806999999999999718e-01,2.648999999999999844e+01,2.431200000000000000e+05
-2.700000000000000178e-01,-6.808999999999999497e-01,2.648999999999999844e+01,2.432400000000000000e+05
-2.701000000000000068e-01,-6.808999999999999497e-01,2.648999999999999844e+01,2.433600000000000000e+05
-2.701000000000000068e-01,-6.807999999999999607e-01,2.648999999999999844e+01,2.434800000000000000e+05
-2.701000000000000068e-01,-6.811000000000000387e-01,2.648999999999999844e+01,2.436000000000000000e+05
-2.698999999999999733e-01,-6.808999999999999497e-01,2.648000000000000043e+01,2.437200000000000000e+05
-2.698999999999999733e-01,-6.807999999999999607e-01,2.648000000000000043e+01,2.438400000000000000e+05
-2.700000000000000178e-01,-6.808999999999999497e-01,2.648000000000000043e+01,2.439600000000000000e+05
-2.693999999999999728e-01,-6.810000000000000497e-01,2.646000000000000085e+01,2.442160000000000000e+05
-2.695000000000000173e-01,-6.811000000000000387e-01,2.648000000000000043e+01,2.443200000000000000e+05
-2.697999999999999843e-01,-6.810000000000000497e-01,2.648000000000000043e+01,2.444400000000000000e+05
-2.696999999999999953e-01,-6.811000000000000387e-01,2.648000000000000043e+01,2.445600000000000000e+05
-2.696000000000000063e-01,-6.810000000000000497e-01,2.646999999999999886e+01,2.446800000000000000e+05
-2.692999999999999838e-01,-6.811000000000000387e-01,2.648000000000000043e+01,2.448110000000000000e+05
-2.696000000000000063e-01,-6.811000000000000387e-01,2.646999999999999886e+01,2.449200000000000000e+05
-2.696000000000000063e-01,-6.812000000000000277e-01,2.646999999999999886e+01,2.450400000000000000e+05
-2.696000000000000063e-01,-6.813000000000000167e-01,2.648000000000000043e+01,2.451600000000000000e+05
-2.695000000000000173e-01,-6.811000000000000387e-01,2.648000000000000043e+01,2.452800000000000000e+05
-2.696999999999999953e-01,-6.807999999999999607e-01,2.646999999999999886e+01,2.454000000000000000e+05
-2.691999999999999948e-01,-6.811000000000000387e-01,2.646999999999999886e+01,2.455200000000000000e+05
-2.691999999999999948e-01,-6.812000000000000277e-01,2.646000000000000085e+01,2.456400000000000000e+05
-2.691999999999999948e-01,-6.812000000000000277e-01,2.646999999999999886e+01,2.457600000000000000e+05
-2.691999999999999948e-01,-6.810000000000000497e-01,2.646999999999999886e+01,2.458800000000000000e+05
-2.696999999999999953e-01,-6.814000000000000057e-01,2.646999999999999886e+01,2.460000000000000000e+05
-2.695000000000000173e-01,-6.812000000000000277e-01,2.646000000000000085e+01,2.461200000000000000e+05
-2.688999999999999724e-01,-6.812000000000000277e-01,2.646000000000000085e+01,2.462400000000000000e+05
-2.691999999999999948e-01,-6.808999999999999497e-01,2.646000000000000085e+01,2.463600000000000000e+05
-2.693999999999999728e-01,-6.814000000000000057e-01,2.646999999999999886e+01,2.464800000000000000e+05
-2.691000000000000059e-01,-6.808999999999999497e-01,2.646000000000000085e+01,2.466000000000000000e+05
-2.690000000000000169e-01,-6.814999999999999947e-01,2.646000000000000085e+01,2.467200000000000000e+05
-2.693999999999999728e-01,-6.807999999999999607e-01,2.646999999999999886e+01,2.468400000000000000e+05
-2.687999999999999834e-01,-6.808999999999999497e-01,2.646000000000000085e+01,2.469600000000000000e+05
-2.691000000000000059e-01,-6.813000000000000167e-01,2.646000000000000085e+01,2.470800000000000000e+05
-2.687999999999999834e-01,-6.807999999999999607e-01,2.646000000000000085e+01,2.472000000000000000e+05
-2.691000000000000059e-01,-6.813000000000000167e-01,2.646000000000000085e+01,2.473200000000000000e+05
-2.691999999999999948e-01,-6.813000000000000167e-01,2.646000000000000085e+01,2.474400000000000000e+05
-2.686000000000000054e-01,-6.814000000000000057e-01,2.644999999999999929e+01,2.475600000000000000e+05
-2.691000000000000059e-01,-6.813000000000000167e-01,2.644999999999999929e+01,2.476800000000000000e+05
-2.690000000000000169e-01,-6.811000000000000387e-01,2.644999999999999929e+01,2.478110000000000000e+05
-2.687999999999999834e-01,-6.811000000000000387e-01,2.644999999999999929e+01,2.479200000000000000e+05
-2.686999999999999944e-01,-6.813000000000000167e-01,2.644999999999999929e+01,2.480400000000000000e+05
-2.690000000000000169e-01,-6.814000000000000057e-01,2.644999999999999929e+01,2.481600000000000000e+05
-2.688999999999999724e-01,-6.814000000000000057e-01,2.644000000000000128e+01,2.482800000000000000e+05
-2.686999999999999944e-01,-6.814999999999999947e-01,2.644000000000000128e+01,2.484110000000000000e+05
-2.685000000000000164e-01,-6.807999999999999607e-01,2.644000000000000128e+01,2.485200000000000000e+05
-2.687999999999999834e-01,-6.808999999999999497e-01,2.644000000000000128e+01,2.486400000000000000e+05
-2.685000000000000164e-01,-6.808999999999999497e-01,2.644999999999999929e+01,2.487600000000000000e+05
-2.685000000000000164e-01,-6.808999999999999497e-01,2.644999999999999929e+01,2.488800000000000000e+05
-2.686999999999999944e-01,-6.808999999999999497e-01,2.644000000000000128e+01,2.490000000000000000e+05
-2.685000000000000164e-01,-6.814000000000000057e-01,2.642999999999999972e+01,2.491200000000000000e+05
-2.685000000000000164e-01,-6.814000000000000057e-01,2.644000000000000128e+01,2.492400000000000000e+05
-2.686000000000000054e-01,-6.811000000000000387e-01,2.644000000000000128e+01,2.493600000000000000e+05
-2.686000000000000054e-01,-6.813000000000000167e-01,2.644000000000000128e+01,2.494800000000000000e+05
-2.686999999999999944e-01,-6.811000000000000387e-01,2.642999999999999972e+01,2.496000000000000000e+05
-2.681999999999999940e-01,-6.811000000000000387e-01,2.642999999999999972e+01,2.497200000000000000e+05
-2.685000000000000164e-01,-6.808999999999999497e-01,2.642999999999999972e+01,2.498400000000000000e+05
-2.686999999999999944e-01,-6.812000000000000277e-01,2.642999999999999972e+01,2.499600000000000000e+05
-2.685000000000000164e-01,-6.808999999999999497e-01,2.642999999999999972e+01,2.500800000000000000e+05
-2.685000000000000164e-01,-6.811000000000000387e-01,2.642999999999999972e+01,2.502000000000000000e+05
-2.685000000000000164e-01,-6.812000000000000277e-01,2.642999999999999972e+01,2.503200000000000000e+05
-2.681999999999999940e-01,-6.812000000000000277e-01,2.642999999999999972e+01,2.504400000000000000e+05
-2.686000000000000054e-01,-6.810000000000000497e-01,2.642999999999999972e+01,2.505600000000000000e+05
-2.685000000000000164e-01,-6.810000000000000497e-01,2.642000000000000171e+01,2.506800000000000000e+05
-2.684000000000000274e-01,-6.810000000000000497e-01,2.642999999999999972e+01,2.508000000000000000e+05
-2.681999999999999940e-01,-6.812000000000000277e-01,2.642999999999999972e+01,2.509200000000000000e+05
-2.684000000000000274e-01,-6.812000000000000277e-01,2.642999999999999972e+01,2.510400000000000000e+05
-2.682999999999999829e-01,-6.808999999999999497e-01,2.642999999999999972e+01,2.511600000000000000e+05
-2.681999999999999940e-01,-6.810000000000000497e-01,2.641000000000000014e+01,2.514150000000000000e+05
-2.681999999999999940e-01,-6.810000000000000497e-01,2.642000000000000171e+01,2.515200000000000000e+05
-2.682999999999999829e-01,-6.810000000000000497e-01,2.642000000000000171e+01,2.516400000000000000e+05
-2.682999999999999829e-01,-6.808999999999999497e-01,2.642999999999999972e+01,2.517600000000000000e+05
-2.681999999999999940e-01,-6.810000000000000497e-01,2.642000000000000171e+01,2.518800000000000000e+05
-2.681000000000000050e-01,-6.807999999999999607e-01,2.642000000000000171e+01,2.520110000000000000e+05
-2.681000000000000050e-01,-6.810000000000000497e-01,2.642000000000000171e+01,2.521200000000000000e+05
-2.681999999999999940e-01,-6.811000000000000387e-01,2.642000000000000171e+01,2.522400000000000000e+05
-2.679000000000000270e-01,-6.807999999999999607e-01,2.642000000000000171e+01,2.523600000000000000e+05
-2.681000000000000050e-01,-6.808999999999999497e-01,2.642000000000000171e+01,2.524800000000000000e+05
-2.681999999999999940e-01,-6.810000000000000497e-01,2.642000000000000171e+01,2.526000000000000000e+05
-2.681999999999999940e-01,-6.808999999999999497e-01,2.642000000000000171e+01,2.527200000000000000e+05
-2.679000000000000270e-01,-6.808999999999999497e-01,2.642000000000000171e+01,2.528400000000000000e+05
-2.681000000000000050e-01,-6.807999999999999607e-01,2.642000000000000171e+01,2.529600000000000000e+05
-2.680000000000000160e-01,-6.808999999999999497e-01,2.642000000000000171e+01,2.530800000000000000e+05
-2.681000000000000050e-01,-6.813000000000000167e-01,2.642000000000000171e+01,2.532000000000000000e+05
-2.680000000000000160e-01,-6.812000000000000277e-01,2.641000000000000014e+01,2.533200000000000000e+05
-2.679000000000000270e-01,-6.810000000000000497e-01,2.642000000000000171e+01,2.534400000000000000e+05
-2.679000000000000270e-01,-6.810000000000000497e-01,2.642000000000000171e+01,2.535600000000000000e+05
-2.681000000000000050e-01,-6.810000000000000497e-01,2.642000000000000171e+01,2.536800000000000000e+05
-2.680000000000000160e-01,-6.808999999999999497e-01,2.642000000000000171e+01,2.538000000000000000e+05
-2.679000000000000270e-01,-6.810000000000000497e-01,2.641000000000000014e+01,2.539200000000000000e+05
-2.680000000000000160e-01,-6.808999999999999497e-01,2.641000000000000014e+01,2.540400000000000000e+05
-2.679000000000000270e-01,-6.808999999999999497e-01,2.641000000000000014e+01,2.541600000000000000e+05
-2.679000000000000270e-01,-6.807999999999999607e-01,2.641000000000000014e+01,2.542800000000000000e+05
-2.679000000000000270e-01,-6.811000000000000387e-01,2.641000000000000014e+01,2.544000000000000000e+05
-2.677999999999999825e-01,-6.811000000000000387e-01,2.642000000000000171e+01,2.545200000000000000e+05
-2.677999999999999825e-01,-6.811000000000000387e-01,2.641000000000000014e+01,2.546400000000000000e+05
-2.679000000000000270e-01,-6.810000000000000497e-01,2.641000000000000014e+01,2.547600000000000000e+05
-2.679000000000000270e-01,-6.811000000000000387e-01,2.641000000000000014e+01,2.548800000000000000e+05
-2.677999999999999825e-01,-6.810000000000000497e-01,2.641000000000000014e+01,2.550110000000000000e+05
-2.679000000000000270e-01,-6.808999999999999497e-01,2.641000000000000014e+01,2.551200000000000000e+05
-2.679000000000000270e-01,-6.808999999999999497e-01,2.641000000000000014e+01,2.552400000000000000e+05
-2.679000000000000270e-01,-6.807999999999999607e-01,2.641000000000000014e+01,2.553600000000000000e+05
-2.675000000000000155e-01,-6.811000000000000387e-01,2.641000000000000014e+01,2.554800000000000000e+05
-2.676000000000000045e-01,-6.811000000000000387e-01,2.639999999999999858e+01,2.556110000000000000e+05
-2.676999999999999935e-01,-6.811000000000000387e-01,2.641000000000000014e+01,2.557200000000000000e+05
-2.677999999999999825e-01,-6.811000000000000387e-01,2.641000000000000014e+01,2.558400000000000000e+05
-2.675000000000000155e-01,-6.810000000000000497e-01,2.641000000000000014e+01,2.559600000000000000e+05
-2.676999999999999935e-01,-6.811000000000000387e-01,2.639999999999999858e+01,2.560800000000000000e+05
-2.676999999999999935e-01,-6.812000000000000277e-01,2.641000000000000014e+01,2.562000000000000000e+05
-2.676999999999999935e-01,-6.812000000000000277e-01,2.639999999999999858e+01,2.563200000000000000e+05
-2.676000000000000045e-01,-6.811000000000000387e-01,2.641000000000000014e+01,2.564400000000000000e+05
-2.676999999999999935e-01,-6.811000000000000387e-01,2.639999999999999858e+01,2.565600000000000000e+05
-2.676999999999999935e-01,-6.808999999999999497e-01,2.639999999999999858e+01,2.566800000000000000e+05
-2.676999999999999935e-01,-6.810000000000000497e-01,2.639999999999999858e+01,2.568000000000000000e+05
-2.676000000000000045e-01,-6.810000000000000497e-01,2.639999999999999858e+01,2.569200000000000000e+05
-2.676000000000000045e-01,-6.807999999999999607e-01,2.639999999999999858e+01,2.570400000000000000e+05
-2.676999999999999935e-01,-6.811000000000000387e-01,2.641000000000000014e+01,2.571600000000000000e+05
-2.676000000000000045e-01,-6.810000000000000497e-01,2.639999999999999858e+01,2.572800000000000000e+05
-2.676999999999999935e-01,-6.812000000000000277e-01,2.639999999999999858e+01,2.574000000000000000e+05
-2.676999999999999935e-01,-6.811000000000000387e-01,2.639999999999999858e+01,2.575200000000000000e+05
-2.676999999999999935e-01,-6.811000000000000387e-01,2.639999999999999858e+01,2.576400000000000000e+05
